junction_detail,1st_road_class,age_of_vehicle,age_of_driver,day_of_week,speed_limit,engine_capacity_(cc),vehicle_type,urban_or_rural_area,road_surface_conditions,time_range,accident_severity
0,3,3,29,1,30,6700,11,1,1,12,1
0,4,8,28,5,30,125,3,1,2,19,1
6,3,5,37,5,30,124,3,1,1,15,1
3,3,12,65,6,30,998,9,1,1,14,1
3,6,10,41,7,30,124,3,1,2,10,1
0,4,8,49,7,30,2499,8,1,2,18,1
3,3,7,43,7,30,108,3,1,1,16,1
3,3,11,47,7,30,7300,11,1,1,9,1
1,3,13,46,6,50,385,4,1,2,9,1
6,3,8,28,2,30,1587,3,1,1,18,1
6,3,8,28,2,30,1587,3,1,1,18,1
3,3,2,52,2,30,4461,11,1,1,12,1
3,3,8,24,3,30,1587,1,1,1,18,1
3,3,3,49,3,30,2987,9,1,1,11,1
3,3,3,38,4,30,1598,9,1,1,10,1
8,3,8,36,5,30,1587,8,1,1,18,1
3,5,6,21,1,30,124,3,1,1,18,1
3,3,8,42,6,30,1587,1,1,1,9,1
6,3,3,27,6,30,125,3,1,2,13,1
0,3,8,37,1,30,1587,9,1,1,0,1
6,4,5,37,2,30,1390,9,1,1,13,1
6,4,5,37,2,30,1390,9,1,1,13,1
6,4,8,18,2,30,1198,9,1,1,13,1
3,3,3,45,2,30,2143,9,1,1,15,1
0,3,8,36,5,30,1587,1,1,1,17,1
3,6,8,40,2,30,1587,1,1,1,17,1
3,3,4,28,4,30,1598,9,1,2,5,1
3,3,6,29,4,30,1968,9,1,2,5,1
3,3,2,41,4,30,125,3,1,2,17,1
0,3,8,24,6,30,1587,5,1,1,7,1
6,3,8,21,3,30,1587,1,1,1,18,1
3,3,3,44,5,30,2143,8,1,1,15,1
3,3,3,44,5,30,2143,8,1,1,15,1
6,3,8,49,3,30,1587,1,1,2,6,1
3,3,8,37,2,30,1587,11,1,2,20,1
6,3,8,31,5,30,1587,1,1,1,23,1
3,3,8,37,1,30,1587,9,1,1,16,1
3,4,8,53,7,30,2143,9,1,1,15,1
0,3,8,37,7,30,1587,1,1,1,9,1
3,3,2,41,7,30,125,3,1,1,22,1
3,3,1,23,6,30,108,3,1,1,11,1
3,3,8,30,5,30,1587,1,1,1,15,1
0,3,8,28,2,30,1587,1,1,1,18,1
6,6,7,46,3,30,125,3,1,1,22,1
6,3,8,19,6,30,108,3,1,1,22,1
6,3,10,38,5,30,996,5,1,1,19,1
6,5,1,59,1,30,109,3,1,2,17,1
3,3,10,53,7,30,1997,8,1,2,2,1
6,3,8,40,1,30,1587,90,1,2,8,1
6,3,8,32,3,30,1587,1,1,1,7,1
3,3,11,23,2,30,124,3,1,2,16,1
6,3,4,53,3,30,299,4,1,1,9,1
6,3,9,62,3,40,1870,19,1,1,15,1
8,3,9,43,5,30,1587,9,1,1,5,1
8,3,3,35,5,30,1598,9,1,1,5,1
6,3,8,20,5,30,689,5,1,2,20,1
3,3,3,49,5,30,9360,11,1,2,20,1
3,3,5,48,6,30,1997,8,1,1,0,1
6,5,2,37,1,30,1560,8,1,1,2,1
6,5,5,60,1,30,1797,8,1,1,2,1
6,5,5,60,1,30,1797,8,1,1,2,1
6,5,5,60,1,30,1797,8,1,1,2,1
6,5,5,60,1,30,1797,8,1,1,2,1
3,3,1,31,7,30,108,3,1,1,14,1
0,6,8,27,7,30,1587,3,1,1,16,1
0,3,8,30,1,30,125,3,1,1,11,1
6,3,8,20,1,30,125,3,2,2,19,1
3,3,8,21,2,30,125,3,1,2,17,1
0,3,7,24,7,30,1995,9,1,1,3,1
3,5,2,59,3,30,1598,8,1,2,16,1
3,5,1,39,3,30,865,5,1,1,8,1
3,3,8,46,4,30,2143,9,1,1,17,1
3,3,8,37,5,30,1587,9,1,1,21,1
6,3,8,18,6,30,1587,1,1,1,1,1
6,3,8,20,1,30,1587,3,1,1,12,1
6,3,8,20,1,30,1587,3,1,1,12,1
3,6,1,18,1,30,109,3,1,1,20,1
3,3,8,66,3,30,1587,1,1,1,18,1
6,4,8,37,7,30,1587,8,1,1,1,1
0,3,8,56,2,30,1587,3,1,1,10,1
3,3,5,47,2,30,1997,8,1,1,21,1
0,6,11,42,4,30,599,5,1,1,17,1
0,6,11,42,4,30,599,5,1,1,17,1
0,5,8,33,5,30,1587,1,1,1,7,1
3,3,13,43,7,30,1298,9,1,1,17,1
3,3,5,63,1,30,1797,8,1,2,16,1
3,3,5,63,1,30,1797,8,1,2,16,1
3,3,11,34,1,30,1598,9,1,2,16,1
3,3,8,20,7,30,1587,1,1,1,14,1
3,3,15,52,6,30,2664,8,1,1,8,1
6,3,2,49,6,30,125,3,1,1,2,1
3,3,8,56,6,30,1587,1,1,1,0,1
3,5,4,31,1,30,1598,19,1,1,15,1
3,3,8,34,5,30,1587,1,1,1,11,1
0,5,11,25,7,30,1389,9,1,1,23,1
0,5,1,21,2,30,109,3,1,1,19,1
2,6,8,52,3,30,1587,1,1,1,18,1
6,4,8,56,5,30,1587,1,1,1,18,1
0,5,6,22,4,30,125,5,1,1,17,1
3,3,8,23,4,30,49,2,1,1,11,1
3,3,2,50,5,30,4461,11,1,1,14,1
0,4,8,20,6,30,1587,1,1,1,21,1
3,6,8,59,1,30,1587,90,1,1,17,1
3,3,8,24,2,30,1587,3,1,2,17,1
3,5,1,19,3,30,1229,9,1,1,14,1
6,3,3,33,4,30,108,3,1,2,1,1
6,5,2,34,1,30,2143,8,1,1,13,1
0,3,3,47,1,30,2993,9,1,1,16,1
6,3,11,56,4,30,2982,9,1,1,11,1
6,5,8,41,5,30,1798,8,1,1,16,1
6,6,8,44,3,30,1587,1,1,1,12,1
6,3,8,40,2,30,1997,8,1,1,5,1
3,6,1,37,4,30,1197,9,1,1,10,1
6,3,8,37,3,30,1587,8,1,1,10,1
6,3,10,32,3,30,2500,19,1,1,10,1
3,5,8,47,6,30,1587,1,1,1,8,1
6,3,8,25,2,40,1229,9,1,1,20,1
6,3,8,25,2,40,1229,9,1,1,20,1
0,5,1,22,6,30,124,3,1,1,12,1
3,3,8,52,5,30,1587,1,1,1,10,1
3,4,4,46,2,30,1598,8,1,1,0,1
3,5,8,18,2,30,1587,3,1,1,17,1
3,5,6,64,6,30,1798,9,1,1,16,1
3,5,8,37,1,30,1587,9,1,1,7,1
3,3,8,36,6,30,1587,1,1,1,6,1
9,5,8,33,3,30,1587,1,1,1,17,1
3,3,5,55,1,30,2148,8,1,1,11,1
3,3,8,48,5,30,1587,4,1,1,16,1
3,3,7,26,3,40,998,9,1,1,14,1
3,3,8,37,5,30,1587,1,1,1,14,1
6,5,8,34,4,30,1587,1,1,1,23,1
0,3,8,40,2,40,1587,5,1,1,7,1
3,4,8,35,6,30,1587,1,1,1,19,1
3,3,8,37,1,30,1587,9,1,1,2,1
6,3,8,26,6,30,124,3,1,1,11,1
3,3,8,37,4,40,1587,1,1,1,17,1
0,3,7,26,2,50,599,5,1,1,16,1
3,5,8,32,6,30,1587,1,1,1,12,1
7,5,4,40,5,30,1995,9,1,1,23,1
3,3,22,39,5,40,553,5,2,1,8,1
9,5,8,29,3,30,1587,1,1,1,8,1
3,3,9,32,5,30,244,3,1,1,13,1
3,3,8,25,5,30,1587,1,1,1,8,1
3,3,7,52,6,40,2499,8,1,1,18,1
6,3,12,48,4,50,600,5,1,1,22,1
6,3,8,48,4,30,1587,1,1,1,10,1
3,3,18,30,6,30,599,5,1,2,1,1
3,5,8,23,4,30,1587,1,1,1,17,1
3,5,8,32,7,30,1587,1,1,1,20,1
3,5,8,35,4,30,1587,1,1,1,7,1
6,3,8,31,3,30,1587,1,1,1,17,1
7,5,5,37,6,30,1997,8,1,1,1,1
6,5,8,38,5,30,1587,20,1,1,14,1
3,3,9,51,6,50,660,5,1,1,6,1
3,3,8,31,5,30,1587,1,1,1,13,1
6,3,6,30,5,30,6700,11,1,1,15,1
3,3,4,27,7,30,9360,11,1,1,13,1
3,3,8,30,2,30,1587,1,1,1,13,1
6,3,8,31,7,50,1587,20,1,1,12,1
6,3,8,31,7,50,1587,20,1,1,12,1
7,3,8,27,6,50,1587,1,1,1,9,1
3,5,8,37,3,30,1587,8,1,2,17,1
3,5,8,37,3,30,1587,20,1,1,8,1
3,5,8,37,3,30,1587,1,1,1,15,1
3,3,8,67,5,30,1587,20,1,1,23,1
6,5,8,43,7,30,2499,8,1,1,22,1
7,3,8,50,4,30,1587,1,1,1,19,1
3,3,1,26,7,30,1000,5,1,2,21,1
3,3,8,47,7,30,1587,1,1,1,11,1
3,3,8,34,3,40,1587,1,1,1,8,1
0,4,8,33,3,30,1587,1,1,1,10,1
6,3,8,37,5,30,1587,1,1,1,19,1
3,5,8,37,6,30,1587,1,1,1,11,1
3,5,8,54,4,30,1587,20,1,1,11,1
1,3,6,37,2,30,1560,9,1,2,5,1
3,3,11,21,3,30,125,3,1,1,17,1
3,5,10,38,7,30,1598,9,1,1,7,1
3,3,8,21,5,30,1587,1,1,1,15,1
3,5,8,39,2,30,1587,1,1,1,8,1
0,3,2,31,5,30,125,3,1,1,8,1
0,3,2,31,5,30,125,3,1,1,8,1
3,3,8,23,3,30,1587,1,1,1,17,1
3,5,6,48,3,30,6700,11,1,1,13,1
3,3,5,59,1,40,1339,9,1,1,6,1
3,3,4,29,1,40,1956,8,1,1,6,1
0,3,5,43,1,40,1797,9,1,2,11,1
3,5,8,53,5,30,1587,1,1,1,9,1
3,5,6,52,5,30,2499,8,1,1,23,1
3,5,8,70,5,30,2499,8,1,2,9,1
3,6,4,43,5,30,2287,19,1,2,9,1
6,5,8,44,3,30,1587,1,1,1,9,1
6,5,8,35,7,30,1587,1,1,1,6,1
3,5,8,26,6,30,1587,1,1,1,13,1
3,5,7,37,5,30,2499,8,1,1,15,1
3,3,7,41,3,50,2148,9,1,1,9,1
3,3,1,19,4,50,1395,9,2,1,17,1
3,3,8,40,4,30,1587,1,1,1,9,1
3,3,8,40,4,30,1587,1,1,1,8,1
3,3,8,26,4,30,1587,1,1,1,18,1
3,5,2,60,2,30,4461,11,1,1,21,1
3,5,3,49,5,30,4500,11,1,1,22,1
1,3,8,29,3,30,1587,1,1,1,18,1
3,3,8,53,4,30,1587,1,1,1,13,1
3,5,3,52,4,30,4500,11,1,1,16,1
0,3,6,53,6,40,6700,11,2,1,22,1
0,3,4,26,4,50,2298,19,1,1,10,1
0,3,6,52,4,50,2499,8,1,1,10,1
0,3,6,52,4,50,2499,8,1,1,10,1
0,3,1,41,4,30,2198,21,1,1,12,1
3,3,1,36,4,40,125,3,1,1,10,1
3,5,8,34,3,30,1587,1,1,1,8,1
1,3,8,27,3,30,1587,1,1,1,18,1
3,5,3,32,4,30,1686,9,1,1,14,1
1,3,8,37,6,30,1587,1,1,1,17,1
3,5,8,36,6,30,1587,1,1,1,17,1
3,5,8,33,5,30,1587,1,1,1,11,1
3,3,8,41,6,30,1587,1,1,1,19,1
3,3,8,28,5,30,1587,1,1,1,16,1
3,3,8,39,4,50,1587,1,1,1,18,1
3,5,8,41,5,30,1587,1,1,1,20,1
3,3,8,33,5,30,1587,1,1,1,18,1
0,3,8,28,1,40,1587,9,1,1,15,1
6,3,10,44,2,30,2402,8,1,1,15,1
6,3,10,44,2,30,2402,8,1,1,15,1
6,3,7,50,2,30,2198,19,1,1,15,1
6,3,7,50,2,30,2198,19,1,1,15,1
6,3,4,44,6,30,1997,9,1,1,12,1
6,3,3,24,6,30,1595,9,1,2,6,1
6,3,3,24,6,30,1595,9,1,2,6,1
3,5,8,34,3,30,1587,1,1,1,10,1
3,5,8,37,2,30,1587,1,1,1,19,1
6,5,8,23,3,30,125,3,1,1,12,1
6,3,8,37,2,30,1587,11,1,1,8,1
3,3,8,30,2,40,1587,1,2,2,8,1
3,3,8,48,5,30,1587,9,1,1,7,1
3,3,8,29,4,30,1587,1,1,1,17,1
3,3,8,37,2,40,1587,3,1,1,8,1
0,3,8,3,2,30,1587,1,1,1,7,1
6,5,11,30,4,30,1363,9,1,1,21,1
3,3,13,35,3,30,4116,19,1,1,12,1
3,3,8,54,7,30,1587,1,1,1,15,1
0,5,8,51,4,30,1587,1,1,1,10,1
3,3,8,16,4,30,1587,3,1,1,12,1
6,3,3,37,7,30,1797,9,1,1,1,1
3,5,8,37,2,30,1587,1,1,1,9,1
3,3,11,37,7,40,7300,11,1,1,15,1
6,3,10,39,7,40,125,3,1,1,8,1
0,5,10,37,7,30,7300,11,1,1,10,1
3,5,8,35,4,30,1587,1,1,1,18,1
0,5,8,37,3,30,1587,20,1,1,16,1
3,3,8,25,7,30,1587,1,1,1,17,1
3,3,3,45,7,30,779,5,1,1,17,1
3,3,8,44,6,30,1587,1,1,1,15,1
3,3,1,29,6,30,125,3,1,1,6,1
6,3,1,28,2,40,108,5,1,1,7,1
3,5,17,45,6,30,124,3,1,1,17,1
0,5,8,50,6,30,1587,1,1,1,17,1
3,3,8,37,4,30,1587,20,1,1,7,1
6,5,8,26,5,30,1587,1,1,1,8,1
6,3,3,46,1,40,1215,5,1,1,17,1
6,3,3,46,1,40,1215,5,1,1,17,1
3,5,13,31,1,30,618,5,1,1,8,1
3,5,2,56,4,30,1686,9,1,1,8,1
7,5,8,46,3,30,1587,1,1,1,9,1
3,3,2,42,2,30,2499,8,1,1,12,1
0,5,7,49,2,30,279,4,1,1,10,1
3,3,8,45,7,40,649,5,1,1,18,1
3,3,8,45,7,40,649,5,1,1,18,1
6,5,8,45,4,30,1587,1,1,1,7,1
3,3,8,42,3,30,1587,1,1,1,7,1
3,3,6,42,2,30,9000,11,1,1,10,1
0,5,14,50,2,30,2664,8,1,1,14,1
1,3,8,28,4,30,1587,1,1,1,18,1
3,3,8,59,4,30,1587,1,1,1,8,1
0,4,8,42,2,30,1587,1,1,1,8,1
6,3,7,22,2,30,124,3,1,1,13,1
3,3,4,52,4,40,1797,9,2,1,8,1
3,3,12,31,1,40,1896,9,1,1,13,1
6,3,8,33,3,30,4500,11,1,1,18,1
3,5,1,31,6,30,125,3,1,1,1,1
3,3,8,29,3,40,1587,1,1,1,8,1
3,3,8,33,2,40,1587,1,1,1,8,1
3,5,9,20,1,30,1910,9,1,1,20,1
3,5,9,39,1,30,1995,9,1,1,20,1
0,5,8,50,6,30,1587,1,1,1,17,1
3,3,9,36,3,40,124,3,1,1,8,1
3,3,8,32,3,40,1587,1,1,1,8,1
3,3,8,32,3,40,1587,1,1,1,8,1
5,3,8,32,2,40,1587,1,2,1,17,1
6,3,8,37,3,40,1587,1,1,1,7,1
0,3,13,26,4,40,1796,9,1,1,18,1
0,3,13,26,4,40,1796,9,1,1,18,1
0,3,13,26,4,40,1796,9,1,1,18,1
0,3,13,26,4,40,1796,9,1,1,18,1
3,3,12,49,6,30,1165,5,1,1,0,1
3,3,8,33,2,30,1587,1,1,1,8,1
6,3,9,57,1,30,1796,8,1,1,7,1
6,3,8,37,1,30,1587,8,1,1,7,1
3,3,7,29,4,30,125,3,1,1,16,1
3,3,8,35,4,30,1587,1,1,1,8,1
3,3,8,54,7,40,1587,1,1,1,12,1
3,3,5,37,3,40,1956,9,1,1,2,1
3,3,8,26,3,30,1587,1,1,1,18,1
3,5,8,26,4,40,1587,1,1,1,11,1
3,3,8,43,2,40,1587,1,1,1,17,1
3,5,2,39,6,30,125,3,1,1,13,1
3,3,8,31,5,30,1587,1,1,1,7,1
6,3,13,51,3,30,1130,5,1,1,22,1
3,3,8,32,6,40,1587,9,1,1,16,1
6,5,8,27,1,30,1587,1,1,1,8,1
6,5,8,27,1,30,1587,1,1,1,8,1
6,5,8,27,1,30,1587,1,1,1,8,1
3,5,2,27,2,30,2143,9,1,1,18,1
3,3,1,31,2,40,125,3,1,1,8,1
3,3,2,21,6,30,124,4,1,1,11,1
3,3,1,38,5,30,125,3,1,1,11,1
3,3,7,48,5,40,125,3,1,1,15,1
3,3,8,31,3,30,1587,1,1,1,16,1
6,5,8,31,2,30,1587,1,1,1,19,1
0,3,8,29,2,40,1587,1,1,1,11,1
3,5,1,49,5,30,2499,8,1,1,8,1
3,5,8,41,4,30,1587,20,1,1,14,1
3,5,1,29,7,30,1968,9,1,1,1,1
3,5,4,45,7,30,1797,9,1,1,1,1
0,3,6,46,1,40,2499,8,1,1,19,1
0,3,24,47,1,40,1117,9,1,1,19,1
6,3,3,44,5,30,124,3,1,1,7,1
3,5,8,26,6,30,1587,1,1,1,9,1
3,5,1,65,6,30,1968,9,1,1,16,1
3,3,3,55,6,30,2198,19,1,1,1,1
7,4,9,40,6,30,1596,9,1,1,19,1
0,3,8,28,7,30,1587,1,1,1,16,1
3,3,8,37,7,30,1587,11,1,1,20,1
3,5,1,25,4,20,471,4,1,1,12,1
3,5,1,25,4,20,471,4,1,1,12,1
3,5,9,49,6,20,124,3,1,1,16,1
3,5,8,26,4,20,1587,1,1,1,19,1
3,5,3,49,3,20,124,3,1,1,6,1
0,5,8,37,1,20,1587,1,1,1,17,1
6,4,8,79,5,20,1587,1,1,1,17,1
3,5,8,36,2,20,1587,4,1,1,17,1
3,5,8,36,2,20,1587,4,1,1,17,1
0,5,3,44,5,30,8900,11,1,1,12,1
6,3,8,31,3,30,1587,1,1,1,17,1
3,5,1,27,5,30,125,3,1,1,19,1
3,5,1,27,5,30,125,3,1,1,19,1
3,5,2,53,3,30,1997,8,1,1,23,1
3,3,8,40,6,30,1587,1,1,1,20,1
3,5,8,44,2,20,1587,1,1,1,22,1
6,3,7,60,7,20,2499,8,1,2,3,1
6,3,7,60,7,20,2499,8,1,2,3,1
6,3,7,60,7,20,2499,8,1,2,3,1
3,5,8,37,1,20,1587,1,1,1,8,1
6,3,3,29,7,20,1797,9,1,1,8,1
3,5,7,66,2,20,2499,8,1,1,13,1
3,3,8,30,7,20,1587,1,1,1,14,1
3,5,8,52,5,20,1587,1,1,1,11,1
3,3,8,29,7,30,1587,1,1,1,0,1
3,3,5,52,4,20,6700,11,1,1,6,1
3,6,8,33,4,20,1587,1,1,1,16,1
3,5,8,37,4,20,1587,9,1,1,23,1
6,3,10,35,1,20,1596,9,1,1,10,1
6,3,8,40,2,20,1587,1,1,1,7,1
3,3,8,37,2,20,1587,21,1,1,8,1
3,5,5,41,3,20,249,4,1,2,9,1
3,5,14,45,2,30,955,5,1,1,9,1
3,5,14,45,2,30,955,5,1,1,9,1
3,5,8,46,4,20,1587,1,1,1,10,1
3,3,8,29,5,20,1587,1,1,2,8,1
6,3,6,42,3,20,1995,9,1,1,4,1
3,5,8,42,5,20,1587,1,1,1,8,1
6,3,4,66,5,20,2993,9,1,1,18,1
3,5,8,55,3,20,1587,1,1,1,18,1
3,5,8,55,3,20,1587,1,1,1,18,1
3,3,1,43,2,20,1686,9,1,1,13,1
0,3,3,48,2,30,1797,9,1,2,21,1
3,3,7,39,1,20,2148,8,1,1,14,1
3,3,8,57,3,30,4500,11,1,1,16,1
7,3,6,52,5,30,6370,11,1,1,16,1
3,3,10,37,3,30,600,5,1,1,16,1
3,5,8,46,6,20,1587,1,1,1,16,1
3,3,8,54,3,20,1587,1,1,1,6,1
3,3,2,26,4,30,124,3,1,1,16,1
0,3,8,38,1,20,1587,1,1,1,0,1
3,3,8,49,2,20,1587,1,1,1,8,1
6,3,8,26,4,20,1587,1,1,1,9,1
6,3,8,36,2,20,1587,1,1,1,17,1
3,5,8,37,4,30,9360,11,1,1,14,1
3,3,8,43,7,20,1587,9,1,1,6,1
3,5,8,26,5,20,1587,1,1,1,22,1
3,3,5,50,5,20,9000,11,1,1,18,1
0,5,2,45,7,20,4461,11,1,1,16,1
0,4,8,37,2,30,1587,9,1,1,11,1
3,3,11,51,2,30,1796,9,1,2,17,1
0,3,6,18,2,30,108,3,1,2,22,1
6,5,13,32,3,30,1995,9,1,1,0,1
6,5,4,37,6,30,1995,19,1,1,9,1
1,3,8,33,3,30,1587,9,1,1,10,1
3,4,5,47,3,30,1910,8,1,2,10,1
6,5,13,51,3,30,2402,8,1,1,16,1
6,3,1,32,3,30,2499,8,1,1,21,1
3,3,8,50,4,30,1587,1,1,1,7,1
3,6,9,37,4,30,1997,9,1,1,12,1
6,5,8,43,4,30,1587,19,1,1,11,1
6,3,3,49,4,30,1255,5,1,1,17,1
3,3,8,24,3,30,1587,9,1,2,14,1
6,6,8,29,5,30,102,3,1,1,13,1
1,3,3,47,5,30,600,5,1,2,11,1
3,3,10,43,1,30,1783,9,1,1,21,1
8,3,3,22,1,30,670,4,1,1,19,1
3,6,7,30,1,30,1242,9,1,2,19,1
3,6,3,23,1,30,124,3,1,2,19,1
3,3,9,22,7,30,1796,9,1,1,2,1
3,3,8,29,1,30,1998,9,1,1,16,1
3,3,6,26,7,30,108,3,1,2,22,1
3,6,3,37,5,30,1560,19,1,2,8,1
3,6,8,45,6,30,1587,1,1,2,6,1
6,3,8,43,6,30,1587,1,1,1,8,1
3,3,8,47,2,30,1587,1,1,1,7,1
0,3,12,37,2,40,124,3,1,2,8,1
0,3,8,55,2,30,8300,11,1,2,19,1
3,5,5,39,3,30,125,3,1,1,11,1
3,5,8,45,3,30,1598,8,1,1,18,1
3,5,7,26,3,30,125,3,1,2,22,1
0,6,6,37,6,30,2148,19,1,1,10,1
3,3,13,52,4,30,7300,11,1,1,13,1
0,5,8,62,4,30,1587,1,1,1,19,1
3,3,9,37,4,30,49,2,1,2,22,1
3,3,2,43,5,30,125,3,1,1,22,1
3,3,2,43,5,30,125,3,1,1,22,1
3,6,1,29,6,30,745,5,1,1,13,1
6,5,10,28,6,30,125,3,1,1,22,1
6,6,7,59,7,30,1997,8,1,2,0,1
3,6,8,36,6,30,1587,9,1,2,22,1
3,6,8,36,6,30,1587,9,1,2,22,1
3,6,9,24,6,30,1968,9,1,2,22,1
3,6,9,24,6,30,1968,9,1,2,22,1
3,5,8,30,7,30,1587,1,1,1,12,1
0,3,2,52,7,30,4461,11,1,1,17,1
0,3,9,37,7,30,636,5,1,1,18,1
0,3,1,54,7,30,1798,8,1,1,22,1
6,3,8,44,1,30,1587,8,1,1,0,1
6,3,8,34,1,30,1587,1,1,1,0,1
3,3,8,27,1,30,1587,9,1,1,23,1
3,3,8,27,1,30,1587,9,1,1,23,1
3,3,10,26,1,30,1999,9,1,1,23,1
3,3,6,24,1,30,2148,9,1,1,23,1
0,5,8,58,5,30,1587,1,1,1,7,1
1,3,10,50,6,30,2402,8,1,1,0,1
8,6,8,37,2,20,1587,1,1,1,19,1
6,3,4,68,2,30,1398,9,1,1,14,1
6,5,9,47,2,30,599,4,1,1,18,1
6,4,8,24,6,30,1587,9,1,1,10,1
6,4,8,24,6,30,1587,9,1,1,10,1
6,4,8,24,6,30,1587,9,1,1,10,1
6,3,11,57,3,30,7300,11,1,1,14,1
6,3,3,44,3,30,4760,11,1,1,23,1
6,3,7,29,4,30,1997,9,1,1,19,1
0,3,11,40,4,30,7300,11,1,1,19,1
0,3,8,37,5,30,1587,3,1,1,16,1
3,4,2,28,5,30,124,3,1,2,19,1
3,5,8,53,5,30,1170,5,1,2,17,1
0,3,8,32,5,30,124,3,1,1,9,1
6,3,4,39,5,30,4500,11,1,1,9,1
3,4,4,36,5,30,2287,20,1,1,12,1
6,3,2,47,6,30,125,3,1,2,4,1
6,3,13,27,7,30,124,3,1,2,12,1
6,3,13,27,7,30,124,3,1,2,12,1
6,6,8,30,6,30,1587,9,1,1,15,1
6,6,8,30,6,30,1587,9,1,1,15,1
6,3,1,40,7,30,4500,11,1,1,1,1
6,3,1,56,6,30,1798,8,1,1,21,1
6,6,11,53,7,30,2402,8,1,1,15,1
6,6,11,53,7,30,2402,8,1,1,15,1
6,6,11,53,7,30,2402,8,1,1,15,1
3,6,9,24,7,30,125,3,1,2,20,1
6,4,15,46,1,30,1493,9,1,1,23,1
0,4,8,37,4,30,1587,9,1,1,8,1
6,3,10,63,6,30,2402,8,1,1,17,1
3,6,1,24,2,30,108,3,1,1,11,1
3,5,8,39,2,30,1587,1,1,1,12,1
6,3,12,26,2,30,599,5,1,1,15,1
3,3,7,54,2,30,1598,8,1,1,18,1
3,3,8,48,2,30,1587,1,1,1,23,1
0,3,7,27,2,30,108,3,1,1,19,1
0,5,8,25,6,30,1587,1,1,1,22,1
6,5,8,38,3,30,1587,1,1,1,18,1
0,3,4,22,3,30,125,3,1,2,7,1
6,3,8,37,4,30,1587,1,1,2,7,1
1,3,4,62,4,30,4760,11,1,1,9,1
1,3,8,45,4,30,1587,1,1,1,9,1
6,5,8,37,6,30,1587,1,1,1,10,1
3,3,8,36,2,30,1587,1,1,2,8,1
6,4,14,44,6,30,1599,8,1,1,8,1
0,3,8,49,5,30,1587,1,1,1,17,1
6,3,8,71,6,30,1896,9,1,1,19,1
3,5,8,24,7,30,1587,1,1,2,6,1
6,3,8,27,7,30,1587,2,1,1,11,1
3,4,8,29,1,30,1587,1,1,1,1,1
6,3,14,41,1,30,1794,9,1,1,8,1
3,6,11,37,3,30,1149,9,1,1,8,1
0,3,1,41,2,30,745,5,1,2,7,1
6,5,4,32,2,30,108,4,1,1,17,1
3,4,8,50,5,30,1587,1,1,1,8,1
3,4,8,39,4,30,1587,1,1,1,17,1
0,3,20,33,3,30,749,3,1,1,7,1
0,3,20,33,3,30,749,3,1,1,7,1
0,5,6,23,5,30,2000,9,1,1,0,1
6,4,9,27,4,30,125,2,1,1,11,1
0,3,6,37,3,30,1360,9,1,1,20,1
3,3,9,36,3,30,1900,9,1,1,17,1
0,3,7,37,1,30,1896,8,1,1,22,1
6,3,3,37,4,30,4760,11,1,1,18,1
3,3,5,46,3,30,6700,11,1,1,12,1
1,3,8,17,5,30,1587,3,1,1,8,1
1,3,8,17,5,30,1587,3,1,1,8,1
6,5,5,46,5,30,2499,8,1,1,10,1
3,6,6,29,5,30,2000,9,1,1,14,1
3,3,11,38,5,30,7300,11,1,1,16,1
3,5,10,42,5,30,125,4,1,1,17,1
0,3,8,30,7,30,649,5,1,1,23,1
3,5,8,18,7,30,1587,1,1,1,22,1
1,3,5,29,6,30,9360,11,1,2,10,1
6,3,3,25,7,30,125,3,1,2,19,1
3,3,2,26,1,30,109,3,1,1,15,1
0,3,6,25,6,30,125,3,1,1,19,1
7,3,8,37,6,30,2993,9,1,2,17,1
1,3,8,37,6,30,1587,1,1,1,7,1
3,3,8,27,3,30,1587,1,1,1,14,1
6,3,8,26,2,30,1587,1,1,2,12,1
3,3,5,80,3,30,1956,9,1,1,18,1
3,5,10,62,3,30,4462,11,1,1,12,1
6,3,8,33,3,30,4500,11,1,1,15,1
0,5,5,37,3,30,1339,8,1,1,19,1
6,3,3,51,4,30,6692,21,1,1,9,1
0,3,8,41,6,30,1587,20,1,1,14,1
8,6,3,52,5,30,2143,8,1,2,12,1
8,6,3,52,5,30,2143,8,1,2,12,1
0,5,10,35,5,30,1896,9,1,1,20,1
0,3,5,36,6,30,124,3,1,2,2,1
6,6,6,23,1,30,2148,9,1,1,0,1
6,6,6,23,1,30,2148,9,1,1,0,1
0,6,1,21,1,30,1461,9,1,2,13,1
0,6,1,21,1,30,1461,9,1,2,13,1
0,6,5,64,1,30,1995,9,1,2,13,1
6,5,8,25,1,30,1587,9,1,2,14,1
0,3,6,26,5,30,1596,9,1,1,12,1
0,3,6,26,5,30,1596,9,1,1,12,1
1,3,8,23,3,30,1587,1,1,1,18,1
0,5,8,30,4,30,1587,1,1,2,6,1
8,3,13,59,4,30,955,5,1,1,12,1
8,4,2,32,4,30,109,3,1,1,12,1
0,3,9,44,6,30,659,5,1,1,16,1
0,3,9,44,6,30,659,5,1,1,16,1
1,3,8,19,3,30,1587,3,1,1,18,1
8,3,13,37,7,30,2402,8,1,1,19,1
0,3,3,49,6,30,6700,11,1,1,5,1
3,6,8,37,5,30,1587,9,1,1,21,1
0,3,4,29,5,30,124,3,1,1,8,1
1,3,8,49,7,30,1796,8,1,1,4,1
1,3,1,46,7,30,1560,9,1,1,4,1
