junction_detail,1st_road_class,age_of_vehicle,age_of_driver,day_of_week,time_range,speed_limit,engine_capacity_(cc),junction_detail,vehicle_type,urban_or_rural_area,road_surface_conditions,accident_severity
3,3,8,29,7,19-20,30,1587,3,5,1,1,3
3,6,7,25,4,16-17,30,125,3,3,1,1,3
6,3,8,35,7,21-22,30,1587,6,1,1,1,3
0,3,12,39,4,16-17,40,2402,0,19,1,1,3
0,3,5,52,4,16-17,40,2143,0,19,1,1,3
6,4,8,20,5,13-14,30,1587,6,1,1,1,3
0,3,9,31,3,21-22,30,7300,0,11,1,1,3
0,6,3,37,5,10-11,30,1797,0,9,1,1,3
1,3,9,24,5,17-18,30,599,1,5,1,1,3
3,4,9,37,6,12-13,30,2035,3,9,1,1,3
0,3,8,49,6,15-16,30,1587,0,4,1,1,3
2,6,8,18,1,8-9,30,1587,2,1,1,1,3
0,3,6,24,7,14-15,30,1968,0,9,2,1,3
2,4,8,23,5,10-11,30,1587,2,9,1,1,3
2,4,1,54,5,10-11,30,1598,2,9,1,1,3
3,6,8,25,6,22-23,30,1587,3,1,1,1,3
3,3,6,26,6,21-22,30,998,3,5,1,1,3
3,3,6,26,6,21-22,30,998,3,5,1,1,3
2,4,8,25,7,17-18,30,1398,2,9,1,1,3
2,4,8,48,7,17-18,30,1587,2,1,1,1,3
3,5,8,37,1,0-1,30,1587,3,3,1,1,3
3,3,10,38,1,14-15,30,2985,3,9,1,1,3
6,3,8,31,2,16-17,30,898,6,5,1,1,3
1,3,1,54,3,13-14,30,4461,1,11,1,1,3
6,3,12,53,3,10-11,30,2402,6,8,1,1,3
0,3,6,51,4,21-22,30,3600,0,9,1,2,3
0,3,5,67,4,21-22,30,1968,0,9,1,2,3
6,4,8,34,5,8-9,30,1587,6,1,1,2,3
3,3,4,27,2,13-14,30,1170,3,5,1,1,3
3,3,1,22,6,23-24,30,108,3,3,1,1,3
1,3,6,40,1,15-16,30,108,1,3,1,1,3
1,6,9,47,7,10-11,30,2402,1,8,1,1,3
3,3,8,48,3,16-17,30,1587,3,8,1,1,3
6,3,4,32,2,0-1,30,125,6,3,1,1,3
3,3,1,28,1,11-12,30,108,3,4,1,2,3
3,6,2,49,5,17-18,30,1997,3,8,1,1,3
3,6,2,49,5,17-18,30,1997,3,8,1,1,3
6,3,14,46,3,18-19,30,3000,6,9,1,1,3
6,6,8,26,3,17-18,30,1587,6,19,1,1,3
6,3,1,31,5,18-19,30,1200,6,9,1,1,3
6,3,4,34,5,18-19,30,1248,6,9,1,1,3
6,3,8,35,5,11-12,30,11967,6,21,1,2,3
3,6,6,31,1,12-13,30,659,3,5,1,1,3
3,3,5,45,5,21-22,30,125,3,4,1,1,3
3,5,8,46,5,14-15,30,1587,3,1,1,1,3
0,3,8,41,6,7-8,30,1587,0,1,1,1,3
3,3,8,26,5,23-24,30,1587,3,9,1,1,3
6,3,8,39,7,9-10,30,1587,6,5,1,1,3
0,3,8,47,1,11-12,30,1587,0,9,1,1,3
0,6,2,42,7,10-11,30,1598,0,9,1,1,3
0,6,2,42,7,10-11,30,1598,0,9,1,1,3
0,6,2,42,7,10-11,30,1598,0,9,1,1,3
0,6,2,42,7,10-11,30,1598,0,9,1,1,3
2,4,7,38,2,19-20,30,1598,2,9,1,1,3
3,6,8,23,1,15-16,30,1587,3,1,1,1,3
3,6,2,46,5,15-16,30,1995,3,8,1,1,3
3,3,2,48,6,12-13,30,4461,3,11,1,2,3
0,3,3,32,6,18-19,30,108,0,2,1,1,3
0,4,1,48,1,15-16,30,4500,0,11,1,1,3
3,3,1,37,3,6-7,30,125,3,3,1,1,3
3,3,1,37,3,6-7,30,125,3,3,1,1,3
3,3,9,46,2,8-9,30,599,3,5,1,1,3
3,3,8,52,2,8-9,30,1587,3,9,1,1,3
3,3,8,52,2,8-9,30,1587,3,9,1,1,3
2,6,8,33,2,14-15,30,1587,2,1,1,1,3
0,3,12,49,4,10-11,30,647,0,3,1,1,3
0,4,7,46,4,12-13,30,1497,0,9,1,2,3
6,4,8,26,2,11-12,30,1587,6,11,1,1,3
6,4,7,35,5,13-14,30,125,6,3,1,1,3
3,6,3,26,5,13-14,30,124,3,3,1,1,3
0,3,8,37,4,16-17,30,1587,0,11,1,1,3
6,3,8,41,1,20-21,30,1587,6,1,1,1,3
3,3,5,25,1,2-3,30,1598,3,9,1,1,3
3,3,26,56,7,15-16,30,1781,3,9,1,1,3
0,6,8,23,4,18-19,30,1587,0,1,1,1,3
7,3,2,32,3,17-18,30,125,7,3,1,1,3
3,5,14,64,5,12-13,30,1850,3,9,1,1,3
0,3,8,37,3,8-9,30,1587,0,11,1,1,3
0,5,6,24,4,16-17,30,599,0,5,1,1,3
0,5,4,33,7,18-19,30,125,0,2,1,1,3
3,6,3,54,5,12-13,30,3498,3,9,1,1,3
6,6,9,37,5,16-17,30,1997,6,19,1,1,3
3,3,8,36,5,11-12,30,1587,3,4,1,1,3
3,3,12,37,1,20-21,30,1997,3,9,1,1,3
0,5,8,42,5,23-24,30,1587,0,1,1,1,3
3,5,3,25,6,13-14,30,2143,3,19,1,1,3
3,6,5,31,6,10-11,30,125,3,3,1,1,3
6,4,5,20,3,1-2,30,125,6,3,1,1,3
1,3,1,51,2,15-16,30,4461,1,11,1,1,3
0,3,3,41,2,15-16,30,2499,0,8,1,1,3
6,3,2,22,3,14-15,30,1968,6,9,1,1,3
6,3,8,36,3,18-19,30,1587,6,1,1,1,3
6,3,9,37,3,20-21,30,2402,6,8,1,1,3
6,3,4,28,4,19-20,30,124,6,3,1,1,3
6,4,5,67,4,11-12,30,1390,6,9,1,1,3
2,4,8,34,5,18-19,30,1587,2,1,1,2,3
3,3,1,43,5,16-17,30,4461,3,11,1,2,3
3,3,8,24,6,0-1,30,1587,3,1,1,2,3
2,5,8,21,7,11-12,30,1587,2,1,1,1,3
3,3,8,21,6,21-22,30,1587,3,9,1,1,3
3,3,11,57,6,21-22,30,2402,3,8,1,1,3
3,3,2,48,7,13-14,30,4461,3,11,1,1,3
0,3,8,20,7,18-19,30,1587,0,1,1,1,3
0,3,8,26,7,16-17,30,1587,0,3,2,1,3
0,3,8,52,7,16-17,30,1587,0,1,2,1,3
6,3,7,39,1,19-20,30,108,6,3,2,1,3
6,3,8,23,7,7-8,30,1587,6,3,1,1,3
6,3,5,19,2,23-24,30,125,6,3,1,1,3
3,3,8,28,5,10-11,30,1587,3,1,1,2,3
0,3,5,45,5,12-13,30,2499,0,8,1,1,3
6,4,8,40,4,19-20,30,1587,6,3,1,1,3
6,6,6,16,4,15-16,30,49,6,2,1,1,3
3,3,3,20,4,8-9,30,124,3,3,1,1,3
8,3,8,23,3,8-9,30,1587,8,1,1,1,3
2,4,13,25,5,21-22,30,49,2,2,1,1,3
3,3,5,25,5,19-20,30,998,3,5,1,1,3
3,3,8,37,5,12-13,30,1587,3,11,1,1,3
0,3,8,29,6,20-21,30,1587,0,1,1,1,3
6,4,8,57,7,13-14,30,1587,6,1,1,1,3
3,3,1,52,1,9-10,30,4500,3,11,1,1,3
3,4,8,25,2,16-17,30,1587,3,3,1,1,3
3,4,13,31,2,16-17,30,1995,3,9,1,1,3
3,3,8,24,4,14-15,30,1587,3,1,1,1,3
3,3,2,47,4,18-19,30,1995,3,9,1,1,3
3,4,8,37,4,8-9,30,1587,3,1,1,1,3
0,3,8,37,4,14-15,30,1587,0,3,1,1,3
0,3,8,37,4,16-17,30,1587,0,19,1,1,3
2,4,2,23,6,19-20,30,124,2,3,1,1,3
3,3,8,37,5,18-19,30,1587,3,1,1,1,3
3,3,8,37,5,18-19,30,1587,3,1,1,1,3
3,3,8,20,4,11-12,30,1587,3,1,1,2,3
3,3,7,32,7,18-19,30,124,3,3,1,1,3
6,3,1,52,1,10-11,30,4461,6,11,1,1,3
0,3,3,42,2,19-20,30,1968,0,9,1,1,3
6,4,8,28,2,18-19,30,1587,6,1,1,1,3
0,3,2,39,2,20-21,30,124,0,3,1,1,3
6,3,8,33,4,18-19,30,1587,6,1,1,1,3
3,5,8,42,3,16-17,30,1587,3,1,1,1,3
6,4,8,23,3,17-18,30,1587,6,1,1,1,3
6,4,8,34,4,7-8,30,1587,6,1,1,1,3
1,3,5,37,7,15-16,30,4500,1,11,1,1,3
3,3,2,34,7,18-19,30,125,3,3,1,1,3
6,3,13,27,6,14-15,30,7300,6,11,1,1,3
3,6,9,51,6,10-11,30,12580,3,21,1,1,3
3,6,8,30,6,17-18,30,1587,3,9,1,1,3
0,4,8,40,6,13-14,30,1587,0,1,1,1,3
3,5,13,39,3,8-9,30,1397,3,9,1,1,3
3,3,2,47,3,14-15,30,9360,3,11,1,1,3
3,5,7,30,3,11-12,30,2148,3,19,1,1,3
0,3,7,31,3,18-19,30,124,0,3,1,1,3
6,3,3,26,4,18-19,30,124,6,3,1,1,3
1,3,2,21,5,2-3,30,2987,1,9,1,1,3
1,3,2,21,5,2-3,30,2987,1,9,1,1,3
6,3,13,32,1,6-7,30,973,6,9,1,1,3
3,3,3,56,7,11-12,30,4500,3,11,1,1,3
0,6,8,39,1,12-13,30,1598,0,9,1,1,3
0,6,8,39,1,12-13,30,1598,0,9,1,1,3
3,3,8,42,5,17-18,30,1587,3,1,1,1,3
0,3,7,37,1,20-21,30,108,0,5,1,1,3
6,3,8,22,3,8-9,30,1296,6,9,1,1,3
1,3,9,37,4,17-18,30,1968,1,9,1,1,3
6,3,4,28,7,0-1,30,125,6,3,1,1,3
3,6,3,28,1,16-17,30,108,3,3,1,1,3
0,3,2,47,5,15-16,30,3993,0,9,1,1,3
2,3,8,47,7,0-1,30,1587,2,1,1,1,3
0,6,4,37,7,10-11,30,4367,0,9,1,1,3
0,6,8,25,1,14-15,30,125,0,3,1,1,3
0,6,4,18,1,14-15,30,108,0,3,1,1,3
3,3,18,21,2,13-14,30,124,3,3,1,1,3
6,3,8,34,2,20-21,30,1587,6,1,1,1,3
3,3,1,34,1,11-12,30,600,3,4,1,1,3
0,3,8,22,3,7-8,30,124,0,3,1,1,3
3,3,8,34,4,14-15,30,1587,3,1,1,1,3
3,5,8,26,5,2-3,30,108,3,3,1,1,3
6,4,5,60,5,16-17,30,1596,6,9,1,1,3
6,4,5,60,5,16-17,30,1596,6,9,1,1,3
6,4,5,60,5,16-17,30,1596,6,9,1,1,3
6,4,5,29,5,16-17,30,2402,6,19,1,1,3
3,3,6,79,1,14-15,30,1339,3,9,1,1,3
0,5,8,55,5,18-19,30,1587,0,1,1,1,3
3,3,8,25,5,17-18,30,1587,3,1,1,1,3
0,3,12,52,5,18-19,30,996,0,4,1,1,3
3,3,2,48,3,1-2,30,1956,3,9,1,1,3
3,5,11,37,6,9-10,30,599,3,4,1,1,3
2,4,13,19,3,13-14,30,1388,2,9,1,1,3
2,4,13,19,3,13-14,30,1388,2,9,1,1,3
6,3,12,46,4,0-1,30,234,6,3,1,1,3
0,4,13,81,4,11-12,30,796,0,9,1,1,3
6,4,8,26,5,20-21,30,1587,6,3,1,1,3
0,5,10,20,3,17-18,30,124,0,3,1,1,3
3,3,16,55,7,20-21,30,2664,3,8,1,1,3
6,3,3,21,2,7-8,30,600,6,5,1,1,3
3,3,1,31,2,14-15,30,108,3,3,1,1,3
6,3,8,39,4,8-9,30,1587,6,1,1,1,3
3,3,8,43,2,13-14,30,1587,3,1,1,1,3
3,4,8,51,3,18-19,30,1587,3,1,1,1,3
0,3,1,37,3,16-17,30,1050,0,5,2,1,3
3,3,8,31,6,18-19,30,1587,3,1,1,1,3
3,3,8,37,5,19-20,30,1587,3,9,1,1,3
0,3,8,37,4,17-18,30,1587,0,8,1,1,3
3,3,8,28,4,17-18,30,1587,3,1,1,1,3
3,3,8,22,6,18-19,30,1587,3,1,1,1,3
2,6,8,58,6,9-10,30,1587,2,1,1,1,3
0,6,10,17,7,17-18,30,124,0,3,1,1,3
3,5,8,42,1,16-17,30,2499,3,8,1,1,3
3,5,8,42,1,16-17,30,2499,3,8,1,1,3
3,3,3,42,5,16-17,30,4760,3,11,1,1,3
3,3,3,42,5,16-17,30,4760,3,11,1,1,3
3,3,3,42,5,16-17,30,4760,3,11,1,1,3
6,3,8,23,5,15-16,30,1587,6,3,1,1,3
6,3,8,23,5,15-16,30,1587,6,3,1,1,3
0,3,8,35,5,18-19,30,1587,0,1,1,1,3
6,3,8,38,5,23-24,30,1587,6,1,1,1,3
1,4,9,37,6,18-19,30,125,1,2,1,1,3
6,4,6,48,2,14-15,30,1248,6,19,1,1,3
6,5,8,40,6,7-8,30,1587,6,1,1,1,3
0,3,13,37,4,8-9,30,7300,0,11,1,1,3
6,4,8,32,4,7-8,30,1587,6,1,1,2,3
3,5,8,36,4,21-22,30,1587,3,1,1,1,3
6,4,8,47,5,8-9,30,1587,6,1,1,1,3
6,4,7,30,5,14-15,30,125,6,3,1,1,3
3,5,1,27,6,12-13,30,1560,3,19,1,1,3
0,3,8,24,6,15-16,30,1587,0,9,1,1,3
6,5,13,27,7,16-17,30,1989,6,9,1,1,3
3,6,8,21,1,15-16,30,1587,3,1,1,1,3
6,3,7,20,3,20-21,30,125,6,3,1,1,3
3,3,3,37,4,13-14,30,1390,3,9,1,1,3
3,5,8,41,5,18-19,30,1587,3,1,1,1,3
0,3,15,48,7,4-5,40,2664,0,8,1,1,3
0,3,4,24,7,4-5,40,2143,0,9,1,1,3
3,5,4,55,1,13-14,30,1796,3,8,1,2,3
3,3,3,32,5,7-8,30,2231,3,9,1,1,3
3,6,8,24,6,23-24,30,1587,3,1,1,1,3
6,5,8,32,6,17-18,30,1587,6,8,1,1,3
6,5,8,32,6,17-18,30,1587,6,8,1,1,3
0,3,5,35,7,19-20,30,1797,0,8,1,1,3
3,3,8,26,7,18-19,30,1587,3,1,1,1,3
3,3,1,37,4,15-16,30,125,3,3,1,1,3
3,3,8,35,4,13-14,30,1587,3,1,1,1,3
3,3,12,29,3,19-20,30,125,3,3,1,1,3
3,3,11,40,4,22-23,30,1896,3,9,2,1,3
3,3,8,19,2,15-16,30,1587,3,1,1,1,3
6,3,1,39,3,14-15,30,1591,6,9,1,1,3
3,3,8,57,1,7-8,30,1587,3,1,1,1,3
3,3,8,39,1,10-11,30,1587,3,1,1,1,3
6,3,8,51,6,5-6,30,1587,6,9,1,2,3
6,3,8,51,6,5-6,30,1587,6,9,1,2,3
6,3,8,51,6,5-6,30,1587,6,9,1,2,3
3,3,8,36,6,7-8,30,1587,3,1,1,1,3
0,3,1,23,1,21-22,30,108,0,3,1,1,3
0,3,6,38,7,17-18,30,1600,0,9,1,1,3
0,3,6,38,7,17-18,30,1600,0,9,1,1,3
3,3,8,38,5,18-19,30,1587,3,1,1,1,3
6,4,8,21,5,10-11,30,1587,6,1,1,1,3
3,3,8,31,2,17-18,30,1587,3,1,1,1,3
3,3,8,44,1,9-10,30,1587,3,1,1,1,3
6,3,8,21,3,18-19,30,125,6,3,1,1,3
3,3,8,19,3,11-12,30,1587,3,1,1,1,3
6,3,17,32,3,19-20,30,1998,6,9,1,1,3
0,3,12,20,1,18-19,30,124,0,3,1,1,3
6,3,4,49,6,17-18,30,803,6,5,1,1,3
3,3,8,37,2,4-5,30,1587,3,5,1,1,3
0,3,8,29,3,19-20,30,1587,0,3,1,1,3
3,3,3,75,2,15-16,30,999,3,9,1,1,3
3,5,1,22,2,13-14,30,108,3,3,1,1,3
2,6,8,49,3,16-17,30,1587,2,1,1,1,3
0,3,8,39,3,18-19,30,1587,0,1,1,1,3
0,3,8,24,3,18-19,30,1587,0,1,1,1,3
6,3,4,34,3,18-19,30,745,6,5,2,1,3
2,6,8,25,6,22-23,30,1587,2,1,1,1,3
3,4,8,19,4,15-16,30,1587,3,2,1,2,3
0,3,6,31,5,22-23,30,1995,0,9,1,1,3
6,3,8,31,5,8-9,30,1587,6,1,1,1,3
6,3,5,61,7,12-13,30,278,6,3,1,1,3
3,3,9,40,7,12-13,30,124,3,3,1,1,3
6,6,9,50,2,1-2,30,1896,6,8,1,1,3
6,3,8,20,1,21-22,30,124,6,3,1,1,3
3,3,1,27,2,11-12,30,108,3,3,1,1,3
1,4,11,40,2,18-19,30,124,1,3,1,1,3
6,3,8,32,5,7-8,30,1587,6,1,1,1,3
0,6,14,36,3,12-13,30,1998,0,9,1,1,3
3,3,6,32,3,17-18,30,656,3,5,1,2,3
0,3,8,37,3,17-18,30,1587,0,9,1,1,3
3,3,8,37,1,2-3,30,1587,3,9,1,1,3
3,3,15,37,7,17-18,30,1796,3,9,1,1,3
6,3,8,28,7,6-7,30,1587,6,1,1,1,3
3,3,8,49,6,9-10,30,1587,3,1,1,1,3
3,3,2,28,5,22-23,30,2198,3,19,1,1,3
6,3,8,25,5,12-13,30,1587,6,9,1,1,3
3,3,4,19,1,4-5,30,1995,3,9,1,1,3
3,3,4,19,1,4-5,30,1995,3,9,1,1,3
6,5,2,37,3,14-15,30,1995,6,19,1,1,3
3,3,12,33,4,21-22,30,1796,3,9,1,1,3
3,3,8,37,4,8-9,30,1587,3,3,1,2,3
3,3,9,26,2,18-19,30,125,3,3,1,2,3
3,3,5,81,1,8-9,30,1390,3,9,1,1,3
6,3,8,36,7,11-12,30,1587,6,3,1,1,3
6,4,8,31,6,17-18,30,1587,6,11,1,1,3
6,6,6,37,6,13-14,30,124,6,3,1,1,3
3,3,3,37,3,15-16,30,124,3,3,1,1,3
0,3,1,27,4,9-10,30,49,0,3,1,1,3
0,6,11,23,4,16-17,30,124,0,3,1,1,3
6,4,5,40,2,0-1,30,1910,6,8,1,1,3
6,4,5,40,2,0-1,30,1910,6,8,1,1,3
3,3,8,48,1,1-2,30,1587,3,11,1,1,3
3,3,8,47,6,18-19,30,1587,3,1,1,1,3
2,5,8,27,2,21-22,30,1587,2,1,1,1,3
3,3,10,48,4,21-22,30,599,3,5,1,1,3
0,6,3,21,6,10-11,30,1956,0,9,1,1,3
3,3,4,23,5,15-16,30,125,3,3,1,1,3
6,5,13,62,2,19-20,30,1998,6,9,1,1,3
2,5,8,38,3,14-15,30,1587,2,3,1,1,3
3,3,2,51,4,19-20,30,124,3,3,1,1,3
3,6,8,50,6,16-17,30,1587,3,9,1,1,3
0,3,6,38,6,20-21,30,656,0,5,1,1,3
0,3,2,54,7,19-20,30,4461,0,11,1,1,3
3,3,5,17,1,1-2,30,125,3,3,1,1,3
3,3,8,47,7,21-22,30,1999,3,9,1,1,3
3,4,5,23,1,11-12,30,108,3,3,1,1,3
0,4,8,26,4,8-9,30,125,0,3,1,1,3
3,3,8,36,2,13-14,30,2143,3,8,1,2,3
3,3,1,22,2,16-17,30,875,3,9,1,2,3
6,3,8,52,4,10-11,30,1968,6,9,1,1,3
3,3,2,31,3,17-18,30,125,3,3,1,1,3
6,3,8,66,4,11-12,30,1587,6,1,1,1,3
0,3,8,34,3,15-16,30,1050,0,5,1,1,3
0,6,8,58,5,19-20,30,1398,0,8,1,1,3
3,3,8,25,5,8-9,30,1587,3,1,1,2,3
6,3,14,24,5,8-9,30,124,6,3,1,1,3
3,5,8,26,1,18-19,30,1587,3,1,1,1,3
3,3,1,35,7,18-19,30,108,3,3,1,1,3
6,3,2,37,1,4-5,30,1598,6,8,1,1,3
6,3,2,37,1,4-5,30,1598,6,8,1,1,3
6,3,2,37,1,4-5,30,1598,6,8,1,1,3
0,3,9,52,7,12-13,30,4462,0,11,1,1,3
3,6,13,37,6,9-10,30,1388,3,9,1,1,3
0,3,8,30,1,14-15,30,49,0,2,1,1,3
6,3,1,43,2,14-15,30,1997,6,9,1,1,3
6,3,1,43,2,14-15,30,1997,6,9,1,1,3
6,3,7,56,2,14-15,30,2967,6,9,1,1,3
6,3,7,56,2,14-15,30,2967,6,9,1,1,3
3,3,8,25,4,8-9,30,1587,3,1,1,1,3
6,4,11,21,3,18-19,30,124,6,3,1,1,3
3,3,8,26,5,10-11,30,1497,3,9,1,1,3
2,6,8,51,4,17-18,30,1587,2,1,1,1,3
3,3,8,43,4,9-10,30,1587,3,1,1,1,3
3,4,8,27,4,11-12,30,1587,3,1,1,1,3
3,3,8,33,3,11-12,30,2143,3,8,1,1,3
0,3,12,44,5,18-19,50,599,0,5,1,1,3
0,5,2,27,7,16-17,30,1395,0,9,1,1,3
6,4,8,24,7,21-22,30,125,6,3,1,1,3
3,3,8,49,7,21-22,30,1587,3,1,1,1,3
3,3,3,63,3,8-9,30,9360,3,11,1,1,3
3,3,1,30,3,16-17,30,745,3,5,1,1,3
6,3,14,31,5,15-16,30,124,6,3,1,1,3
6,5,8,30,5,18-19,30,1587,6,1,1,1,3
3,3,1,33,6,16-17,30,798,3,3,1,1,3
0,3,8,38,2,8-9,30,1587,0,1,1,1,3
3,3,26,37,2,16-17,30,1000,3,5,1,1,3
6,3,8,31,2,7-8,30,1587,6,1,2,1,3
6,5,1,48,3,4-5,30,2143,6,8,1,1,3
3,6,31,53,3,14-15,30,652,3,5,1,1,3
2,5,8,28,3,18-19,30,1587,2,1,1,1,3
6,3,8,32,3,7-8,30,1587,6,1,1,1,3
0,6,8,44,4,8-9,30,1587,0,1,1,1,3
3,3,13,34,4,15-16,30,7300,3,11,1,1,3
6,4,8,39,4,16-17,30,1587,6,1,1,1,3
3,5,1,26,4,23-24,30,1796,3,8,1,1,3
3,3,6,45,4,14-15,30,1997,3,8,1,1,3
3,6,9,31,6,8-9,30,125,3,3,1,1,3
6,3,4,65,4,21-22,30,2967,6,8,1,2,3
6,3,4,65,4,21-22,30,2967,6,8,1,2,3
6,3,8,27,7,19-20,30,1798,6,8,2,1,3
3,3,8,24,1,11-12,30,1587,3,1,1,1,3
0,3,2,33,6,19-20,30,4461,0,11,1,1,3
6,3,5,48,6,7-8,30,48,6,2,1,1,3
0,3,8,55,6,14-15,30,1587,0,1,1,1,3
6,3,8,31,2,7-8,30,1587,6,1,2,1,3
3,3,1,46,7,12-13,30,4461,3,11,1,1,3
6,6,8,37,6,11-12,30,1587,6,9,1,1,3
3,4,8,37,4,18-19,30,1798,3,8,1,1,3
6,3,8,34,4,21-22,30,1587,6,1,1,1,3
0,3,8,37,4,12-13,30,1587,0,5,1,1,3
0,6,8,53,3,17-18,30,1587,0,1,1,1,3
6,3,7,38,1,3-4,30,999,6,5,1,1,3
3,3,1,43,1,10-11,30,125,3,3,1,1,3
6,4,1,23,5,18-19,30,125,6,3,1,1,3
0,3,2,29,5,22-23,30,1968,0,8,1,1,3
6,3,1,28,2,20-21,30,125,6,3,2,1,3
6,3,8,44,7,14-15,30,1587,6,1,1,1,3
1,3,11,25,2,15-16,30,124,1,5,1,1,3
6,3,9,32,7,19-20,30,600,6,5,1,1,3
3,4,1,30,6,7-8,30,249,3,4,1,1,3
3,3,1,37,3,11-12,30,4461,3,11,1,1,3
3,6,3,66,4,22-23,30,1560,3,9,1,1,3
3,3,8,24,3,19-20,30,1587,3,1,1,1,3
0,4,6,38,3,12-13,30,124,0,3,1,1,3
3,3,8,31,6,22-23,30,124,3,3,1,1,3
3,5,8,21,1,16-17,30,125,3,3,1,1,3
6,4,8,33,1,8-9,30,108,6,3,1,1,3
3,3,8,32,6,21-22,30,1397,3,9,1,1,3
3,3,8,32,6,21-22,30,1397,3,9,1,1,3
6,3,8,23,6,11-12,30,1587,6,1,1,1,3
3,3,2,21,6,14-15,30,125,3,3,1,1,3
6,6,7,31,7,21-22,30,125,6,3,1,2,3
0,3,9,37,2,14-15,30,124,0,3,2,1,3
3,3,1,45,2,9-10,30,1968,3,20,1,1,3
6,4,6,39,4,17-18,30,125,6,5,1,1,3
3,3,8,37,5,19-20,30,124,3,3,1,2,3
6,5,6,51,6,10-11,30,1399,6,19,1,1,3
3,3,8,37,6,21-22,30,108,3,3,1,1,3
6,4,8,47,1,21-22,30,1587,6,2,1,1,3
6,3,8,19,7,21-22,30,124,6,3,1,1,3
6,3,8,23,7,21-22,30,125,6,3,1,1,3
0,5,1,37,4,16-17,30,1560,0,19,1,1,3
3,3,8,27,2,12-13,30,125,3,3,1,1,3
6,3,8,51,4,17-18,30,1587,6,3,1,1,3
6,3,8,52,3,9-10,30,1587,6,1,1,1,3
3,3,8,43,4,16-17,30,1499,3,9,1,1,3
3,3,8,37,5,2-3,30,1587,3,9,1,1,3
3,3,8,27,4,18-19,30,49,3,2,1,2,3
0,3,3,29,1,12-13,30,6700,0,11,1,1,3
0,4,8,28,5,19-20,30,125,0,3,1,2,3
6,3,5,37,5,15-16,30,124,6,3,1,1,3
3,3,12,65,6,14-15,30,998,3,9,1,1,3
3,6,10,41,7,10-11,30,124,3,3,1,2,3
0,4,8,49,7,18-19,30,2499,0,8,1,2,3
3,3,7,43,7,16-17,30,108,3,3,1,1,3
3,3,11,47,7,9-10,30,7300,3,11,1,1,3
1,3,13,46,6,9-10,50,385,1,4,1,2,3
6,3,8,28,2,18-19,30,1587,6,3,1,1,3
6,3,8,28,2,18-19,30,1587,6,3,1,1,3
3,3,2,52,2,12-13,30,4461,3,11,1,1,3
3,3,8,24,3,18-19,30,1587,3,1,1,1,3
3,3,3,49,3,11-12,30,2987,3,9,1,1,3
3,3,3,38,4,10-11,30,1598,3,9,1,1,3
8,3,8,36,5,18-19,30,1587,8,8,1,1,3
3,5,6,21,1,18-19,30,124,3,3,1,1,3
3,3,8,42,6,9-10,30,1587,3,1,1,1,3
6,3,3,27,6,13-14,30,125,6,3,1,2,3
0,3,8,37,1,0-1,30,1587,0,9,1,1,3
6,4,5,37,2,13-14,30,1390,6,9,1,1,3
6,4,5,37,2,13-14,30,1390,6,9,1,1,3
6,4,8,18,2,13-14,30,1198,6,9,1,1,3
3,3,3,45,2,15-16,30,2143,3,9,1,1,3
0,3,8,36,5,17-18,30,1587,0,1,1,1,3
3,6,8,40,2,17-18,30,1587,3,1,1,1,3
3,3,4,28,4,5-6,30,1598,3,9,1,2,3
3,3,6,29,4,5-6,30,1968,3,9,1,2,3
3,3,2,41,4,17-18,30,125,3,3,1,2,3
0,3,8,24,6,7-8,30,1587,0,5,1,1,3
6,3,8,21,3,18-19,30,1587,6,1,1,1,3
3,3,3,44,5,15-16,30,2143,3,8,1,1,3
3,3,3,44,5,15-16,30,2143,3,8,1,1,3
6,3,8,49,3,6-7,30,1587,6,1,1,2,3
3,3,8,37,2,20-21,30,1587,3,11,1,2,3
6,3,8,31,5,23-24,30,1587,6,1,1,1,3
3,3,8,37,1,16-17,30,1587,3,9,1,1,3
3,4,8,53,7,15-16,30,2143,3,9,1,1,3
0,3,8,37,7,9-10,30,1587,0,1,1,1,3
3,3,2,41,7,22-23,30,125,3,3,1,1,3
3,3,1,23,6,11-12,30,108,3,3,1,1,3
3,3,8,30,5,15-16,30,1587,3,1,1,1,3
0,3,8,28,2,18-19,30,1587,0,1,1,1,3
6,6,7,46,3,22-23,30,125,6,3,1,1,3
6,3,8,19,6,22-23,30,108,6,3,1,1,3
6,3,10,38,5,19-20,30,996,6,5,1,1,3
6,5,1,59,1,17-18,30,109,6,3,1,2,3
3,3,10,53,7,2-3,30,1997,3,8,1,2,3
6,3,8,40,1,8-9,30,1587,6,90,1,2,3
6,3,8,32,3,7-8,30,1587,6,1,1,1,3
3,3,11,23,2,16-17,30,124,3,3,1,2,3
6,3,4,53,3,9-10,30,299,6,4,1,1,3
6,3,9,62,3,15-16,40,1870,6,19,1,1,3
8,3,9,43,5,5-6,30,1587,8,9,1,1,3
8,3,3,35,5,5-6,30,1598,8,9,1,1,3
6,3,8,20,5,20-21,30,689,6,5,1,2,3
3,3,3,49,5,20-21,30,9360,3,11,1,2,3
3,3,5,48,6,0-1,30,1997,3,8,1,1,3
6,5,2,37,1,2-3,30,1560,6,8,1,1,3
6,5,5,60,1,2-3,30,1797,6,8,1,1,3
6,5,5,60,1,2-3,30,1797,6,8,1,1,3
6,5,5,60,1,2-3,30,1797,6,8,1,1,3
6,5,5,60,1,2-3,30,1797,6,8,1,1,3
